unit,cycle,op_1,op_2,op_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,max_cycle,RUL,s_7_roll_mean_5,s_7_roll_std_5,s_12_roll_mean_5,s_12_roll_std_5,s_14_roll_mean_5,s_14_roll_std_5,s_20_roll_mean_5,s_20_roll_std_5,s_21_roll_mean_5,s_21_roll_std_5,predicted_rul,uncertainty_std,pred_lower,pred_upper,interval_width,error,abs_error,overestimate,covered_by_interval
6,11,0.0025,0.0013,100.0,518.67,642.12,1584.92,1397.19,14.62,21.61,553.63,2388.03,9065.06,1.3,47.3,522.07,2388.02,8138.29,8.3923,0.03,391,2388,100.0,39.05,23.3901,175,140,418.582,148.24113150539574,394.20200000000006,139.79192920193915,8121.156,29.38784833907055,30.077999999999996,9.967756517893077,18.01448,5.968546327373194,138.38489253952898,40.087313262403825,98.29757927712515,140.0,41.70242072287485,1.6151074604710232,1.6151074604710232,False,True
6,12,0.0016,0.0004,100.0,518.67,642.25,1581.91,1402.57,14.62,21.61,554.35,2388.04,9056.72,1.3,47.32,521.88,2388.09,8136.29,8.4006,0.03,393,2388,100.0,38.95,23.2489,175,140,450.37600000000003,158.69944637584607,424.19800000000004,149.559876203479,8121.95,29.81540457549113,32.136,10.641305371052932,19.23096,6.359542942539194,128.5472517854959,38.71675724809255,89.83049453740334,140.0,50.16950546259666,11.452748214504112,11.452748214504112,False,True
6,13,0.0011,0.001,100.0,518.67,642.81,1582.59,1405.7,14.62,21.61,554.25,2388.03,9058.58,1.3,47.29,522.35,2388.01,8140.86,8.4305,0.03,392,2388,100.0,38.96,23.4814,175,140,482.174,160.809302840352,454.322,151.50600110226645,8124.246000000001,30.95100369939931,34.208000000000006,10.788272336199155,20.48046,6.481644969681699,139.93480409970755,35.27271820484418,104.66208589486337,140.0,35.33791410513663,0.06519590029245137,0.06519590029245137,False,True
6,14,20.0059,0.7005,100.0,491.19,607.17,1484.12,1245.38,9.35,13.65,335.18,2323.92,8729.16,1.07,44.21,315.28,2388.02,8060.48,9.1865,0.02,363,2324,100.0,24.58,14.6883,175,140,438.384,166.0423719416223,412.976,156.54059163680188,8108.978,40.541018364122905,31.29,11.079830774880994,18.739079999999998,6.66967526810714,140.47495656813498,70.49154587007716,69.98341069805782,140.47495656813498,70.49154587007716,-0.474956568134985,0.474956568134985,True,True
6,15,25.0003,0.6207,60.0,462.54,537.12,1258.69,1039.29,7.05,9.03,175.53,1915.35,8011.73,0.94,36.55,164.32,2028.27,7875.55,10.8743,0.02,305,1915,84.93,14.5,8.6138,175,140,434.588,173.07940842283938,409.18,163.57454004214705,8070.294,113.99564522384122,31.208,11.23183733856576,18.6845,6.77080647449032,112.47614370918622,61.25623774862124,51.21990596056498,140.0,88.78009403943503,27.523856290813782,27.523856290813782,False,True
6,16,35.0009,0.84,100.0,449.44,556.04,1363.25,1129.6,5.48,8.0,194.36,2222.96,8340.15,1.02,41.72,183.47,2388.03,8073.31,9.3065,0.02,333,2223,100.0,14.88,9.0382,175,140,362.73400000000004,185.43828765926423,341.46,174.85521196121087,8057.298,107.84385550414908,26.374000000000002,12.174620322621974,15.814119999999999,7.29877227463633,116.5670910779036,68.46047627490155,48.106614803002046,140.0,91.89338519699795,23.432908922096402,23.432908922096402,False,True
6,17,35.0021,0.84,100.0,449.44,555.09,1366.59,1126.92,5.48,8.0,194.75,2222.96,8353.83,1.02,41.69,182.85,2388.09,8070.22,9.307,0.02,335,2223,100.0,15.03,8.8526,175,140,290.814,160.61517278887456,273.654,151.58732476694746,8044.084,99.4678110244701,21.59,10.594607118718464,12.93486,6.419198220806081,107.14329126431103,75.88464277206843,31.2586484922426,140.0,108.7413515077574,32.85670873568897,32.85670873568897,False,True
6,18,24.9983,0.6213,60.0,462.54,536.68,1258.73,1050.35,7.05,9.02,175.71,1915.37,8008.33,0.94,36.64,164.78,2028.24,7873.05,10.9003,0.02,305,1915,84.93,14.44,8.5391,175,140,215.106,67.78796596741948,202.14,63.92858241819551,7990.522,106.20496396119785,16.686,4.419907238845617,9.9464,2.658155250356893,123.63401987668877,71.3537753619095,52.28024451477926,140.0,87.71975548522073,16.365980123311232,16.365980123311232,False,True
6,19,10.0076,0.25,100.0,489.05,604.14,1494.57,1304.01,10.52,15.49,394.87,2318.88,8780.7,1.26,45.33,371.67,2388.14,8133.01,8.6436,0.03,369,2319,100.0,28.67,17.0727,175,140,227.044,94.29419960952012,213.41800000000003,88.95399018593835,8005.028,121.93703875361028,17.504,6.2469536575838225,10.42328,3.722385684880051,121.88536986840491,60.51011664919906,61.375253219205845,140.0,78.62474678079415,18.114630131595092,18.114630131595092,False,True
6,20,20.0055,0.7,100.0,491.19,607.22,1485.38,1243.58,9.35,13.65,334.96,2323.9,8726.06,1.08,44.39,315.32,2388.09,8065.46,9.1932,0.02,364,2324,100.0,24.36,14.6784,175,140,258.93,99.34053830134015,243.61800000000002,93.62752463885823,8043.01,98.9303772862496,19.476,6.607467744908023,11.6362,3.9654941199048497,124.75917180924077,63.04437958336031,61.71479222588046,140.0,78.28520777411954,15.240828190759231,15.240828190759231,False,True
6,21,20.004,0.7016,100.0,491.19,607.22,1489.76,1250.67,9.35,13.65,335.26,2323.94,8723.12,1.08,44.15,314.83,2388.09,8065.33,9.2141,0.02,364,2324,100.0,24.54,14.6364,175,140,287.11,96.38541409362742,269.89,90.9212992098111,8041.414,98.38220687705513,21.408,6.334277385779687,12.755840000000001,3.8368021141309794,111.5945246548382,52.519637311070035,59.07488734376816,140.0,80.92511265623185,28.405475345161804,28.405475345161804,False,True
6,22,10.0073,0.2503,100.0,489.05,604.52,1495.05,1307.26,10.52,15.49,394.4,2318.94,8774.81,1.26,45.41,371.42,2388.02,8127.43,8.615,0.03,368,2319,100.0,28.73,17.1675,175,140,327.04,89.67906974316824,307.604,84.68674766455482,8052.856,105.6297831106349,24.148000000000003,5.828530689633535,14.41882,3.5101335768030215,122.91506415926308,59.439477105541705,63.47558705372138,140.0,76.52441294627863,17.084935840736918,17.084935840736918,False,True
6,23,20.0053,0.7,100.0,491.19,607.18,1478.02,1254.1,9.35,13.65,334.26,2323.9,8717.76,1.08,44.24,315.33,2388.1,8063.64,9.2307,0.02,366,2324,100.0,24.61,14.7869,175,140,358.75,32.76080432468101,337.714,30.884124238837817,8090.973999999999,35.88799144560854,26.182,2.3005151596979285,15.668379999999999,1.3267936489899177,121.23813145459096,52.665081230975886,68.57305022361507,140.0,71.42694977638493,18.761868545409044,18.761868545409044,False,True
6,24,20.0038,0.7003,100.0,491.19,606.91,1483.97,1242.87,9.35,13.65,334.52,2323.9,8716.99,1.08,44.33,315.21,2388.04,8058.25,9.1843,0.02,365,2324,100.0,24.42,14.6586,175,140,346.67999999999995,26.679089189851215,326.422,25.155467994055932,8076.022,28.886913473058435,25.332,1.9020699251079003,15.18556,1.109447021267792,115.21979559646772,55.614246021763435,59.605549574704284,140.0,80.39445042529572,24.78020440353228,24.78020440353228,False,True
6,25,10.0077,0.251,100.0,489.05,604.76,1495.05,1297.13,10.52,15.49,394.9,2318.85,8773.69,1.26,45.4,371.99,2388.09,8132.48,8.6487,0.03,369,2319,100.0,28.76,17.166,175,140,358.668,32.849446266262035,337.756,30.992260001490212,8089.426000000001,37.132966889275615,26.212,2.313324447629425,15.68308,1.355617142485289,139.25035487268866,62.003148075744974,77.24720679694369,140.0,62.752793203056314,0.7496451273113394,0.7496451273113394,False,True
6,26,9.9988,0.25,100.0,489.05,605.18,1498.64,1307.25,10.52,15.49,395.25,2318.89,8779.87,1.26,45.12,372.25,2388.08,8134.2,8.6453,0.03,368,2319,100.0,28.45,17.1861,175,140,370.666,33.11681113875607,349.24,31.01170746669662,8103.2,38.70047609526416,26.994,2.2672295869629058,16.193019999999997,1.3429563868569911,127.2743411571917,57.9148726062099,69.3594685509818,140.0,70.6405314490182,12.7256588428083,12.7256588428083,False,True
6,27,20.0078,0.7012,100.0,491.19,607.25,1487.56,1251.46,9.35,13.66,335.11,2323.95,8727.4,1.08,44.48,315.34,2388.08,8062.77,9.1775,0.02,364,2324,100.0,24.5,14.6916,175,140,358.808,33.10875367633214,338.024,31.12542497701791,8090.267999999999,39.37707543736628,26.148000000000003,2.246613006283009,15.69784,1.350255717632768,138.20799059894807,64.7131560182214,73.49483458072667,140.0,66.50516541927333,1.7920094010519279,1.7920094010519279,False,True
6,28,10.006,0.25,100.0,489.05,604.16,1500.84,1300.28,10.52,15.49,394.74,2318.8,8776.08,1.26,45.18,372.32,2388.07,8132.03,8.6396,0.03,367,2319,100.0,28.47,17.2907,175,140,370.904,32.94577560173743,349.42199999999997,31.172079975516013,8103.945999999999,39.691913912031275,26.919999999999998,2.2491887426358836,16.1986,1.3916133101547947,128.56019989765696,58.76943938740877,69.79076051024819,140.0,70.20923948975181,11.439800102343042,11.439800102343042,False,True
6,29,25.0071,0.62,60.0,462.54,536.64,1261.46,1043.33,7.05,9.03,175.08,1915.41,8011.21,0.94,36.65,164.84,2028.25,7871.39,10.8926,0.02,307,1915,84.93,14.39,8.595,175,140,339.01599999999996,95.23748909961894,319.348,89.8117763436398,8066.5740000000005,113.26145518224571,24.913999999999998,6.1413785097484395,14.98588,3.7361756646335533,121.85420397414744,71.71649069475926,50.13771327938818,140.0,89.86228672061182,18.14579602585256,18.14579602585256,False,True
6,30,10.0002,0.25,100.0,489.05,604.63,1495.83,1302.03,10.52,15.49,394.94,2318.92,8777.91,1.26,45.25,371.36,2388.03,8130.77,8.6521,0.03,369,2319,100.0,28.55,17.2963,175,140,339.024,95.24335845611512,319.222,89.71985465882108,8066.232000000001,113.01500971109932,24.872000000000003,6.109134144868646,15.01194,3.7555877080691342,124.09025781964185,64.57034666398542,59.51991115565644,140.0,80.48008884434356,15.909742180358151,15.909742180358151,False,True
6,31,0.0006,0.001,100.0,518.67,642.19,1587.08,1406.82,14.62,21.61,553.65,2388.0,9060.84,1.3,47.23,522.24,2388.04,8130.3,8.4179,0.03,392,2388,100.0,39.03,23.3473,175,140,370.704,136.17087988993842,349.21999999999997,128.55305208356575,8065.452,112.44063687119476,26.988,8.867717857487348,16.24418,5.328623970313536,138.98398656136484,41.34524168037011,97.63874488099474,140.0,42.361255119005264,1.0160134386351558,1.0160134386351558,False,True
6,32,19.9995,0.7,100.0,491.19,607.19,1484.66,1243.56,9.35,13.65,335.35,2323.86,8728.13,1.08,44.09,314.88,2388.07,8060.04,9.2116,0.02,365,2324,100.0,24.54,14.7195,175,140,370.752,136.15523776190193,349.128,128.58352118370365,8064.906,112.46354222591371,26.996000000000002,8.864929779755732,16.24976,5.3266059182184655,121.91621018728574,57.499928480080015,64.41628170720573,140.0,75.58371829279427,18.083789812714258,18.083789812714258,False,True
6,33,34.9996,0.8415,100.0,449.44,555.3,1366.31,1125.7,5.48,8.0,193.89,2222.93,8350.21,1.02,41.68,183.14,2388.06,8068.99,9.31,0.02,332,2223,100.0,14.88,8.8546,175,140,330.582,155.55512968076636,311.29200000000003,146.6212983164451,8052.298,106.42888785475412,24.278,10.271746200135592,14.562540000000002,6.181872716499424,111.26023037731531,71.62858189563806,39.631648481677246,140.0,100.36835151832275,28.73976962268469,28.73976962268469,False,True
6,34,35.0056,0.8418,100.0,449.44,555.95,1367.2,1122.1,5.48,8.0,194.93,2222.93,8351.21,1.02,41.93,183.59,2388.01,8069.51,9.3065,0.02,333,2223,100.0,15.06,8.9313,175,140,334.552,150.77415401851883,315.042,142.1095708247688,8091.9220000000005,35.449521435415264,24.412,10.113657597526228,14.6298,6.10202654615661,121.06429355213515,76.36101901672852,44.703274535406635,140.0,95.29672546459337,18.935706447864845,18.935706447864845,False,True
6,35,41.9988,0.8403,100.0,445.0,549.24,1347.96,1127.86,3.91,5.72,138.26,2211.95,8316.87,1.02,42.0,130.61,2388.0,8087.27,9.3921,0.02,333,2212,100.0,10.71,6.4009,175,140,283.216,167.8081466437194,266.892,158.1390633904223,8083.222,28.110043934507242,20.844,11.359059380071923,12.45072,6.8154518670444695,122.21266977175894,75.66916813698492,46.543501634774024,140.0,93.45649836522597,17.78733022824106,17.78733022824106,False,True
6,36,20.0013,0.7,100.0,491.19,606.64,1477.55,1239.69,9.35,13.65,335.19,2323.87,8724.28,1.08,44.07,315.4,2388.03,8065.93,9.2214,0.02,364,2324,100.0,24.44,14.6982,175,139,239.52399999999997,90.36051449610073,225.52399999999997,84.59568741963166,8070.348,10.181773912235746,17.926,6.239790060570939,10.7209,3.780074771085875,131.11177701457697,62.072856386623016,69.03892062795396,140.0,70.96107937204604,7.8882229854230275,7.8882229854230275,False,True
6,37,19.9997,0.7,100.0,491.19,607.25,1484.88,1243.68,9.35,13.65,334.41,2323.94,8720.38,1.08,44.33,315.07,2388.11,8061.88,9.2081,0.02,364,2324,100.0,24.5,14.6606,175,138,239.336,90.11193639024759,225.56199999999998,84.64588808678202,8070.716,9.73972689554925,17.918,6.229207012132433,10.70912,3.7645584531256695,109.3443683079471,45.35550409853196,63.988864209415134,140.0,76.01113579058486,28.655631692052907,28.655631692052907,False,True
6,38,42.0042,0.8413,100.0,445.0,548.87,1355.8,1122.7,3.91,5.72,139.04,2211.96,8317.49,1.02,41.9,130.46,2388.08,8083.8,9.3614,0.02,331,2212,100.0,10.71,6.3884,175,137,228.36599999999999,99.84098421990855,215.026,94.00722488192082,8073.678,11.22267659695727,17.084000000000003,6.972447920207068,10.21588,4.204180948413131,125.53318114008498,74.70953100310817,50.8236501369768,140.0,89.1763498630232,11.466818859915023,11.466818859915023,False,True
6,39,35.0074,0.84,100.0,449.44,555.82,1358.93,1133.49,5.48,8.0,193.96,2222.94,8351.47,1.03,41.74,183.55,2388.0,8064.33,9.3076,0.02,333,2223,100.0,14.7,8.9124,175,136,228.17199999999997,99.9231042852454,215.01799999999997,94.01057052268129,8072.642,11.92099282777614,17.012,7.000376418450644,10.212100000000001,4.20563290956307,116.50823830463555,76.62822867944365,39.8800096251919,140.0,100.1199903748081,19.491761695364445,19.491761695364445,False,True
6,40,25.002,0.6216,60.0,462.54,536.97,1271.82,1052.95,7.05,9.02,175.71,1915.36,8006.37,0.94,36.79,164.78,2028.31,7873.95,10.9054,0.02,306,1915,84.93,14.22,8.5425,175,135,235.66199999999998,92.63652125376917,221.852,87.34640502047024,8029.978,87.65256453749545,17.714,6.356829398371477,10.64042,3.810984823113303,123.63401987668877,74.51454673883867,49.1194731378501,140.0,90.8805268621499,11.365980123311232,11.365980123311232,False,True
6,41,10.0054,0.25,100.0,489.05,604.29,1497.71,1298.01,10.52,15.49,394.59,2318.88,8780.25,1.26,45.39,371.33,2388.07,8129.72,8.6344,0.03,369,2319,100.0,28.76,17.1247,175,134,247.542,110.64889818701326,233.038,104.26455423584768,8042.736,98.2012929140948,18.578,7.6596292338467595,11.125720000000001,4.541397071056432,116.13503601935192,56.32672830253649,59.80830771681543,140.0,80.19169228318458,17.864963980648085,17.864963980648085,False,True
6,42,25.0055,0.62,60.0,462.54,536.58,1256.92,1048.66,7.05,9.03,174.71,1915.31,8010.81,0.94,36.62,164.83,2028.26,7869.71,10.8864,0.02,307,1915,84.93,14.34,8.5533,175,133,215.602,102.01758118089265,202.99,96.03783082723204,8004.302000000001,123.24733047818822,16.546,7.016500552269618,9.904259999999999,4.1581033781040055,112.02703270155716,68.76244317583718,43.264589525719984,140.0,96.73541047428002,20.97296729844284,20.97296729844284,False,True
6,43,34.9997,0.84,100.0,449.44,555.42,1362.43,1127.88,5.48,8.0,194.54,2222.98,8354.85,1.02,41.84,183.48,2388.08,8076.47,9.272,0.02,334,2223,100.0,14.81,8.9562,175,132,226.702,94.33473045490734,213.594,88.67197262946188,8002.836,122.10360387801724,17.366000000000003,6.374125822416739,10.41782,3.754268293156463,115.64899789263445,71.23808143611696,44.4109164565175,140.0,95.5890835434825,16.351002107365545,16.351002107365545,False,True
6,44,9.9997,0.2511,100.0,489.05,604.64,1497.77,1300.57,10.52,15.49,394.26,2318.9,8770.99,1.26,45.25,371.87,2387.99,8134.13,8.6206,0.03,368,2319,100.0,28.68,17.2295,175,131,266.762,116.80731171463552,251.25799999999998,110.12111591334339,8016.795999999999,134.2752347977832,20.162,7.8155114995756945,12.08124,4.6549969450043625,129.34775273796168,57.278086085101265,72.06966665286042,140.0,67.93033334713958,1.6522472620383155,1.6522472620383155,False,True
6,45,42.0048,0.84,100.0,445.0,549.68,1352.36,1123.29,3.91,5.71,139.3,2211.92,8322.98,1.02,41.87,130.02,2388.03,8083.01,9.3673,0.02,331,2212,100.0,10.48,6.2827,175,130,259.47999999999996,124.76653136959457,244.30599999999998,117.7764803770261,8058.608,108.8088370492028,19.414,8.6597505737752,11.62928,5.166116345186192,83.25637034557597,54.06483140105743,29.191538944518538,140.0,110.80846105548146,46.743629654424026,46.743629654424026,False,True
6,46,35.0029,0.84,100.0,449.44,555.57,1362.29,1126.63,5.48,8.0,194.72,2223.03,8345.74,1.02,41.72,183.7,2388.06,8070.54,9.3118,0.02,334,2223,100.0,14.83,8.8313,175,129,219.506,100.2699999002694,206.78000000000003,94.84485304959911,8046.772,102.15485020301244,16.628,6.978923269387608,9.9706,4.202022928304882,118.74514667135465,74.33423021483715,44.4109164565175,140.0,95.5890835434825,10.254853328645353,10.254853328645353,False,True
6,47,42.0018,0.84,100.0,445.0,549.68,1354.37,1125.46,3.91,5.72,138.83,2211.95,8330.13,1.02,41.94,130.74,2388.0,8085.56,9.3278,0.02,329,2212,100.0,10.66,6.3926,175,128,212.33,105.42859194734616,199.96200000000002,99.71464044963535,8089.942000000001,25.385853737861932,15.892,7.4581344852449405,9.53846,4.485744268569034,130.81300839016248,77.81439757487851,52.99861081528397,140.0,87.00138918471603,-2.81300839016248,2.81300839016248,True,True
6,48,0.0013,0.0012,100.0,518.67,642.27,1586.15,1399.42,14.62,21.61,553.37,2388.07,9063.49,1.3,47.35,521.31,2388.04,8143.13,8.4171,0.03,392,2388,100.0,38.94,23.3193,175,127,284.096,183.5080078089238,267.52799999999996,173.1611222821104,8103.274,32.926143564046185,20.717999999999996,12.610345752595363,12.41108,7.563074815311557,111.66323520853128,49.87229896628219,61.79093624224909,140.0,78.20906375775091,15.336764791468724,15.336764791468724,False,True
6,49,34.9995,0.8401,100.0,449.44,555.36,1365.44,1125.53,5.48,8.0,194.21,2222.97,8345.52,1.02,41.76,183.12,2388.1,8066.81,9.3073,0.02,333,2223,100.0,14.71,8.848,175,126,244.086,175.10007233008224,229.77799999999996,165.11453757922112,8089.81,30.853110864224327,17.924,11.934757224175103,10.734779999999999,7.1454331916966325,110.37485399778866,72.22574126292099,38.149112734867664,140.0,101.85088726513234,15.625146002211338,15.625146002211338,False,True
6,50,0.0012,0.0,100.0,518.67,642.39,1590.07,1401.75,14.62,21.61,553.77,2388.06,9054.91,1.3,47.37,522.2,2388.04,8138.43,8.4226,0.03,394,2388,100.0,38.72,23.3156,175,125,326.98,208.09080902336854,308.21400000000006,196.1180633700016,8100.894,37.118212914958114,23.571999999999996,14.02956414148351,14.14136,8.435948984139245,136.85308787000855,51.53537233407437,85.31771553593418,140.0,54.682284464065816,-11.853087870008551,11.853087870008551,True,True
6,51,0.002,0.0,100.0,518.67,642.25,1583.08,1404.37,14.62,21.61,553.84,2388.04,9058.32,1.3,47.17,522.14,2388.06,8134.24,8.4015,0.03,391,2388,100.0,38.96,23.3284,175,124,398.804,212.94744440823902,375.902,200.7495016681235,8113.634,34.96462254908823,28.398000000000003,14.415540919438303,17.04078,8.64338947010951,140.61334425714705,42.65927386949252,97.95407038765453,140.61334425714705,42.65927386949252,-16.613344257147048,16.613344257147048,True,True
6,52,42.0002,0.84,100.0,445.0,550.2,1352.0,1120.88,3.91,5.71,138.77,2211.93,8324.99,1.02,41.91,130.5,2388.0,8083.53,9.3501,0.02,328,2212,100.0,10.65,6.3613,175,123,398.79200000000003,212.96575785792433,375.854,200.8227909874771,8113.228,35.38140924271133,28.395999999999997,14.4186174788015,17.03452,8.65303539152591,125.17972590794982,74.26924352526864,50.91048238268118,140.0,89.08951761731882,-2.179725907949816,2.179725907949816,True,True
6,53,10.0074,0.25,100.0,489.05,604.45,1499.94,1307.73,10.52,15.49,394.95,2318.89,8777.04,1.26,45.21,371.15,2388.08,8135.45,8.6351,0.03,366,2319,100.0,28.34,17.1749,175,122,367.108,195.2681999712192,345.822,184.16992702393065,8111.692,33.89420186403875,26.276,13.20928953426338,15.80564,7.944661770207713,92.16963181975659,43.051216491757735,49.118415327998854,140.0,90.88158467200114,29.83036818024341,29.83036818024341,False,True
6,54,10.007,0.25,100.0,489.05,604.42,1497.91,1304.58,10.52,15.49,394.69,2318.88,8779.32,1.26,45.39,372.1,2388.07,8134.7,8.6738,0.03,369,2319,100.0,28.53,17.1519,175,121,407.204,169.8140762127806,383.61800000000005,160.27332317013932,8125.2699999999995,23.390336679925777,29.04,11.522271911389703,17.46642,6.929706219386213,133.9895630196455,59.41719354863743,74.57236947100806,140.0,65.42763052899194,-12.989563019645487,12.989563019645487,True,True
6,55,20.0026,0.7014,100.0,491.19,607.25,1483.42,1247.0,9.35,13.66,335.52,2323.96,8719.0,1.08,44.28,315.38,2388.04,8065.68,9.2133,0.02,364,2324,100.0,24.44,14.803,175,120,363.554,149.56409405335245,342.254,141.10873814190225,8110.719999999999,33.569708816136334,26.183999999999997,10.219159945905536,15.763900000000001,6.133338014898571,131.69936116112632,59.4881672271094,72.21119393401692,140.0,67.78880606598308,-11.699361161126319,11.699361161126319,True,True
6,56,42.0038,0.8409,100.0,445.0,549.26,1351.76,1125.49,3.91,5.71,138.77,2211.86,8321.07,1.02,42.08,130.69,2388.03,8085.99,9.3348,0.02,330,2212,100.0,10.64,6.3542,175,119,280.53999999999996,131.66257706728987,263.964,123.89555734569335,8101.07,32.01746164204964,20.520000000000003,9.161198065755368,12.369060000000001,5.571522268016158,130.22902355169887,77.16790494447127,53.061118607227606,140.0,86.9388813927724,-11.229023551698873,11.229023551698873,True,True
6,57,25.0073,0.6211,60.0,462.54,536.88,1260.57,1041.42,7.05,9.03,175.48,1915.41,8011.52,0.94,36.54,164.44,2028.27,7873.35,10.8501,0.02,306,1915,84.93,14.39,8.631,175,118,287.88199999999995,122.48416497653909,270.752,115.39328303675212,8059.034,108.18282178793342,21.268,8.262455446173366,12.823000000000002,5.025361834236407,120.9382420300429,68.79587646144967,52.14236556859323,140.0,87.85763443140678,-2.9382420300429004,2.9382420300429004,True,True
