unit,cycle,RUL,pred_mean,pred_std,error,abs_error,dangerous_overestimate,failure_prob_h10,maintain_now
1,122,70,110.84022,17.866732,-40.84021759033203,40.84021759033203,False,0.0,False
1,123,69,115.157616,17.04221,-46.157615661621094,46.157615661621094,False,0.0,False
1,124,68,106.25377,13.470302,-38.25376892089844,38.25376892089844,False,0.0,False
1,125,67,97.572845,14.300854,-30.572845458984375,30.572845458984375,False,0.0,False
1,126,66,97.9797,12.146552,-31.979698181152344,31.979698181152344,False,0.0,False
1,127,65,102.30159,12.23047,-37.30158996582031,37.30158996582031,False,0.0,False
1,128,64,101.54523,13.494465,-37.54522705078125,37.54522705078125,False,0.0,False
1,129,63,106.92595,15.128762,-43.92594909667969,43.92594909667969,False,0.0,False
1,130,62,112.09348,14.01637,-50.093482971191406,50.093482971191406,False,0.0,False
1,131,61,115.86679,17.448265,-54.866790771484375,54.866790771484375,False,0.0,False
1,132,60,110.19785,12.691288,-50.197853088378906,50.197853088378906,False,0.0,False
1,133,59,116.5776,14.185163,-57.577598571777344,57.577598571777344,False,0.0,False
1,134,58,104.87688,14.854451,-46.87687683105469,46.87687683105469,False,0.0,False
1,135,57,105.15186,15.637093,-48.15186309814453,48.15186309814453,False,0.0,False
1,136,56,107.582634,15.218187,-51.58263397216797,51.58263397216797,False,0.0,False
1,137,55,113.77029,15.978591,-58.770286560058594,58.770286560058594,False,0.0,False
1,138,54,114.59404,15.647455,-60.59403991699219,60.59403991699219,False,0.0,False
1,139,53,116.34155,13.935846,-63.341552734375,63.341552734375,False,0.0,False
1,140,52,112.95038,14.076419,-60.95037841796875,60.95037841796875,False,0.0,False
1,141,51,117.48884,15.800934,-66.48883819580078,66.48883819580078,False,0.0,False
1,142,50,106.50573,16.403511,-56.50572967529297,56.50572967529297,False,0.0,False
1,143,49,107.66811,14.102135,-58.668113708496094,58.668113708496094,False,0.0,False
1,144,48,101.005684,15.014938,-53.00568389892578,53.00568389892578,False,0.0,False
1,145,47,96.85014,11.00161,-49.85014343261719,49.85014343261719,False,0.0,False
1,146,46,83.79521,14.058018,-37.79521179199219,37.79521179199219,False,0.0,False
1,147,45,91.120995,14.3776045,-46.120994567871094,46.120994567871094,False,0.0,False
1,148,44,85.16025,12.908535,-41.160247802734375,41.160247802734375,False,0.0,False
1,149,43,81.17763,14.7150135,-38.17762756347656,38.17762756347656,False,0.0,False
1,150,42,73.319046,14.833592,-31.319046020507812,31.319046020507812,False,0.0,False
1,151,41,59.585415,11.828186,-18.58541488647461,18.58541488647461,False,0.0,False
1,152,40,55.411533,14.425446,-15.41153335571289,15.41153335571289,False,0.0,False
1,153,39,48.591675,14.202168,-9.5916748046875,9.5916748046875,False,0.0,False
1,154,38,50.047653,14.94933,-12.047653198242188,12.047653198242188,False,0.0,False
1,155,37,51.18071,13.279253,-14.180709838867188,14.180709838867188,False,0.0,False
1,156,36,65.660446,15.085783,-29.660446166992188,29.660446166992188,False,0.0,False
1,157,35,56.957165,13.964226,-21.957164764404297,21.957164764404297,False,0.0,False
1,158,34,73.37672,11.793693,-39.37671661376953,39.37671661376953,False,0.0,False
1,159,33,61.130215,13.527234,-28.13021469116211,28.13021469116211,False,0.0,False
1,160,32,48.74592,14.065893,-16.74591827392578,16.74591827392578,False,0.02,False
1,161,31,46.50176,13.022003,-15.501758575439453,15.501758575439453,False,0.0,False
1,162,30,46.263206,10.66364,-16.263206481933594,16.263206481933594,False,0.0,False
1,163,29,37.95001,15.375703,-8.950008392333984,8.950008392333984,False,0.02,False
1,164,28,33.869244,13.082107,-5.869243621826172,5.869243621826172,False,0.02,False
1,165,27,37.5383,12.460787,-10.538299560546875,10.538299560546875,False,0.0,False
1,166,26,27.478325,14.044944,-1.4783248901367188,1.4783248901367188,False,0.06,False
1,167,25,31.020649,15.067167,-6.020648956298828,6.020648956298828,False,0.08,False
1,168,24,37.794174,13.495361,-13.794174194335938,13.794174194335938,False,0.02,False
1,169,23,43.720287,13.063435,-20.720287322998047,20.720287322998047,False,0.02,False
1,170,22,32.959213,15.227978,-10.959213256835938,10.959213256835938,False,0.08,False
1,171,21,38.68705,15.6764145,-17.687049865722656,17.687049865722656,False,0.0,False
1,172,20,32.37938,13.605723,-12.379379272460938,12.379379272460938,False,0.04,False
1,173,19,24.48311,12.464816,-5.483110427856445,5.483110427856445,False,0.12,False
1,174,18,21.562359,13.863908,-3.562358856201172,3.562358856201172,False,0.22,False
1,175,17,25.769554,13.379886,-8.769554138183594,8.769554138183594,False,0.1,False
1,176,16,24.91896,14.647068,-8.918960571289062,8.918960571289062,False,0.16,False
1,177,15,16.926907,13.704321,-1.9269065856933594,1.9269065856933594,False,0.34,True
1,178,14,20.68029,12.70357,-6.680290222167969,6.680290222167969,False,0.14,False
1,179,13,21.008045,14.7227335,-8.008045196533203,8.008045196533203,False,0.28,False
1,180,12,25.686169,14.360487,-13.686168670654297,13.686168670654297,False,0.14,False
1,181,11,27.643694,13.300566,-16.643693923950195,16.643693923950195,False,0.08,False
1,182,10,29.922852,13.225593,-19.9228515625,19.9228515625,False,0.06,False
1,183,9,24.292532,12.989047,-15.292531967163086,15.292531967163086,False,0.2,False
1,184,8,18.509598,13.581272,-10.509597778320312,10.509597778320312,False,0.26,False
1,185,7,10.19544,13.706155,-3.1954402923583984,3.1954402923583984,False,0.4,True
1,186,6,13.679512,15.143545,-7.679512023925781,7.679512023925781,False,0.38,True
1,187,5,8.827274,11.244071,-3.8272743225097656,3.8272743225097656,False,0.5,True
1,188,4,8.927179,11.014933,-4.927179336547852,4.927179336547852,True,0.52,True
1,189,3,9.235063,12.054131,-6.235062599182129,6.235062599182129,True,0.42,True
1,190,2,8.4973135,15.193427,-6.497313499450684,6.497313499450684,True,0.5,True
1,191,1,4.767041,15.118842,-3.7670412063598633,3.7670412063598633,True,0.68,True
1,192,0,6.689773,12.7753,-6.689773082733154,6.689773082733154,True,0.62,True
5,1,140,124.97247,16.006199,15.02752685546875,15.02752685546875,False,0.0,False
5,2,140,131.30406,22.382984,8.695938110351562,8.695938110351562,False,0.0,False
5,3,140,130.89742,17.741552,9.102584838867188,9.102584838867188,False,0.0,False
5,4,140,131.35904,16.71524,8.640960693359375,8.640960693359375,False,0.0,False
5,5,140,134.05324,18.669254,5.9467620849609375,5.9467620849609375,False,0.0,False
5,6,140,131.69568,17.332596,8.3043212890625,8.3043212890625,False,0.0,False
5,7,140,129.7691,17.691076,10.23089599609375,10.23089599609375,False,0.0,False
5,8,140,130.30013,17.722395,9.699874877929688,9.699874877929688,False,0.0,False
5,9,140,132.10504,15.262116,7.89495849609375,7.89495849609375,False,0.0,False
5,10,140,133.18968,17.091288,6.8103179931640625,6.8103179931640625,False,0.0,False
5,11,140,130.6609,17.583057,9.339096069335938,9.339096069335938,False,0.0,False
5,12,140,131.14424,18.262922,8.855758666992188,8.855758666992188,False,0.0,False
5,13,140,127.16082,15.216201,12.839179992675781,12.839179992675781,False,0.0,False
5,14,140,126.616875,17.25028,13.383125305175781,13.383125305175781,False,0.0,False
5,15,140,127.84939,15.871547,12.150611877441406,12.150611877441406,False,0.0,False
5,16,140,128.85443,18.894012,11.14556884765625,11.14556884765625,False,0.0,False
5,17,140,126.6262,15.472099,13.373802185058594,13.373802185058594,False,0.0,False
5,18,140,131.31192,17.988945,8.688079833984375,8.688079833984375,False,0.0,False
5,19,140,128.62523,15.386753,11.374771118164062,11.374771118164062,False,0.0,False
5,20,140,124.736855,18.849176,15.263145446777344,15.263145446777344,False,0.0,False
5,21,140,120.8297,16.069654,19.170303344726562,19.170303344726562,False,0.0,False
5,22,140,120.83283,18.980238,19.16716766357422,19.16716766357422,False,0.0,False
5,23,140,114.64529,18.020878,25.354713439941406,25.354713439941406,False,0.0,False
5,24,140,111.01028,17.485403,28.989723205566406,28.989723205566406,False,0.0,False
5,25,140,125.77106,14.074032,14.22894287109375,14.22894287109375,False,0.0,False
5,26,140,131.6987,17.090033,8.301300048828125,8.301300048828125,False,0.0,False
5,27,140,123.59952,16.812244,16.400482177734375,16.400482177734375,False,0.0,False
5,28,140,127.04772,15.416097,12.952278137207031,12.952278137207031,False,0.0,False
5,29,140,133.78914,17.173395,6.2108612060546875,6.2108612060546875,False,0.0,False
5,30,140,125.92991,19.835367,14.070091247558594,14.070091247558594,False,0.0,False
5,31,140,126.693855,17.432634,13.306144714355469,13.306144714355469,False,0.0,False
5,32,140,132.54803,18.380556,7.45196533203125,7.45196533203125,False,0.0,False
5,33,140,129.03354,17.630774,10.966461181640625,10.966461181640625,False,0.0,False
5,34,140,121.47841,14.800273,18.521591186523438,18.521591186523438,False,0.0,False
5,35,140,127.197975,17.179462,12.802024841308594,12.802024841308594,False,0.0,False
5,36,140,117.75459,16.66844,22.245407104492188,22.245407104492188,False,0.0,False
5,37,140,111.02577,18.488943,28.974227905273438,28.974227905273438,False,0.0,False
5,38,140,121.53702,15.66479,18.462982177734375,18.462982177734375,False,0.0,False
5,39,140,126.567345,19.052227,13.432655334472656,13.432655334472656,False,0.0,False
5,40,140,119.37612,15.773272,20.623878479003906,20.623878479003906,False,0.0,False
5,41,140,125.55445,16.693562,14.445549011230469,14.445549011230469,False,0.0,False
5,42,140,120.16822,15.890533,19.83177947998047,19.83177947998047,False,0.0,False
5,43,140,119.77099,17.009125,20.22901153564453,20.22901153564453,False,0.0,False
5,44,140,121.94426,14.936863,18.055740356445312,18.055740356445312,False,0.0,False
5,45,140,126.13487,14.2051935,13.865127563476562,13.865127563476562,False,0.0,False
5,46,140,118.52466,16.610281,21.475341796875,21.475341796875,False,0.0,False
5,47,140,125.13069,16.417929,14.869308471679688,14.869308471679688,False,0.0,False
5,48,140,131.36517,14.44194,8.63482666015625,8.63482666015625,False,0.0,False
5,49,140,122.725624,16.13562,17.274375915527344,17.274375915527344,False,0.0,False
5,50,140,122.623505,15.984627,17.376495361328125,17.376495361328125,False,0.0,False
5,51,140,134.877,15.1057,5.1230010986328125,5.1230010986328125,False,0.0,False
5,52,140,130.57967,19.292627,9.420333862304688,9.420333862304688,False,0.0,False
5,53,140,123.05122,14.089536,16.948776245117188,16.948776245117188,False,0.0,False
5,54,140,123.64597,14.869333,16.354026794433594,16.354026794433594,False,0.0,False
5,55,140,127.27121,14.939011,12.728790283203125,12.728790283203125,False,0.0,False
5,56,140,129.06409,15.513916,10.9359130859375,10.9359130859375,False,0.0,False
5,57,140,123.18489,15.605616,16.815109252929688,16.815109252929688,False,0.0,False
5,58,140,129.17992,15.553212,10.820083618164062,10.820083618164062,False,0.0,False
5,59,140,126.88892,19.396082,13.111076354980469,13.111076354980469,False,0.0,False
5,60,140,129.88551,17.385565,10.114486694335938,10.114486694335938,False,0.0,False
5,61,140,126.23448,16.541012,13.765518188476562,13.765518188476562,False,0.0,False
5,62,140,127.72549,15.762959,12.274513244628906,12.274513244628906,False,0.0,False
5,63,140,121.196556,15.685615,18.803443908691406,18.803443908691406,False,0.0,False
5,64,140,121.18521,16.782314,18.814788818359375,18.814788818359375,False,0.0,False
5,65,140,121.27608,16.539227,18.723922729492188,18.723922729492188,False,0.0,False
5,66,140,116.47092,15.479197,23.529083251953125,23.529083251953125,False,0.0,False
5,67,140,121.56062,17.347988,18.439376831054688,18.439376831054688,False,0.0,False
5,68,140,122.89847,16.824411,17.101531982421875,17.101531982421875,False,0.0,False
5,69,140,123.64352,12.481673,16.356483459472656,16.356483459472656,False,0.0,False
5,70,140,118.293304,15.721545,21.706695556640625,21.706695556640625,False,0.0,False
5,71,140,122.08682,15.4466715,17.913177490234375,17.913177490234375,False,0.0,False
5,72,140,117.08719,15.650289,22.912811279296875,22.912811279296875,False,0.0,False
5,73,140,117.6282,15.895356,22.371803283691406,22.371803283691406,False,0.0,False
5,74,140,120.650246,17.57403,19.349754333496094,19.349754333496094,False,0.0,False
5,75,140,117.43388,14.707908,22.566116333007812,22.566116333007812,False,0.0,False
5,76,140,116.82785,14.576491,23.172149658203125,23.172149658203125,False,0.0,False
5,77,140,118.36069,16.438026,21.639312744140625,21.639312744140625,False,0.0,False
5,78,140,114.80751,15.381607,25.192489624023438,25.192489624023438,False,0.0,False
5,79,140,110.858154,14.872856,29.141845703125,29.141845703125,False,0.0,False
5,80,140,115.672775,14.50419,24.327224731445312,24.327224731445312,False,0.0,False
5,81,140,120.32687,15.893566,19.673126220703125,19.673126220703125,False,0.0,False
5,82,140,118.55293,13.737734,21.447067260742188,21.447067260742188,False,0.0,False
5,83,140,118.61331,14.94723,21.386688232421875,21.386688232421875,False,0.0,False
5,84,140,125.29788,17.875021,14.702117919921875,14.702117919921875,False,0.0,False
5,85,140,117.25219,16.046837,22.74781036376953,22.74781036376953,False,0.0,False
5,86,140,114.91967,15.237806,25.08032989501953,25.08032989501953,False,0.0,False
5,87,140,119.45,13.780276,20.550003051757812,20.550003051757812,False,0.0,False
5,88,140,112.001465,17.042137,27.99853515625,27.99853515625,False,0.0,False
5,89,140,112.74865,16.02244,27.25135040283203,27.25135040283203,False,0.0,False
5,90,140,120.78879,16.449768,19.211212158203125,19.211212158203125,False,0.0,False
5,91,140,116.9897,16.805653,23.010299682617188,23.010299682617188,False,0.0,False
5,92,140,120.44867,14.261581,19.55133056640625,19.55133056640625,False,0.0,False
5,93,140,123.86514,18.046736,16.134857177734375,16.134857177734375,False,0.0,False
5,94,140,127.85778,14.915623,12.142219543457031,12.142219543457031,False,0.0,False
5,95,140,122.05993,17.098024,17.94007110595703,17.94007110595703,False,0.0,False
5,96,140,115.036644,18.089231,24.963356018066406,24.963356018066406,False,0.0,False
5,97,140,128.47829,16.868229,11.521713256835938,11.521713256835938,False,0.0,False
5,98,140,115.04283,14.914474,24.957168579101562,24.957168579101562,False,0.0,False
5,99,140,118.76588,18.314318,21.23412322998047,21.23412322998047,False,0.0,False
5,100,140,117.13239,14.422902,22.86760711669922,22.86760711669922,False,0.0,False
5,101,140,113.28417,18.103636,26.71582794189453,26.71582794189453,False,0.0,False
5,102,140,112.30386,14.585579,27.696136474609375,27.696136474609375,False,0.0,False
5,103,140,106.74629,14.65897,33.25370788574219,33.25370788574219,False,0.0,False
5,104,140,105.64543,15.204096,34.35456848144531,34.35456848144531,False,0.0,False
5,105,140,105.492386,12.84162,34.50761413574219,34.50761413574219,False,0.0,False
5,106,140,108.25009,17.141766,31.749908447265625,31.749908447265625,False,0.0,False
5,107,140,106.36707,14.84769,33.63292694091797,33.63292694091797,False,0.0,False
5,108,140,118.210205,15.628274,21.789794921875,21.789794921875,False,0.0,False
5,109,140,112.19844,15.994487,27.801559448242188,27.801559448242188,False,0.0,False
5,110,140,115.46149,12.794316,24.53851318359375,24.53851318359375,False,0.0,False
5,111,140,105.02164,15.804707,34.978363037109375,34.978363037109375,False,0.0,False
5,112,140,107.821465,14.494766,32.17853546142578,32.17853546142578,False,0.0,False
5,113,140,108.64797,13.899283,31.352027893066406,31.352027893066406,False,0.0,False
5,114,140,115.114655,18.66513,24.885345458984375,24.885345458984375,False,0.0,False
5,115,140,118.22957,18.76705,21.770431518554688,21.770431518554688,False,0.0,False
5,116,140,124.159935,14.430266,15.840065002441406,15.840065002441406,False,0.0,False
5,117,140,122.32039,16.101212,17.679611206054688,17.679611206054688,False,0.0,False
5,118,140,125.39024,18.680477,14.609756469726562,14.609756469726562,False,0.0,False
5,119,140,125.210075,14.639762,14.789924621582031,14.789924621582031,False,0.0,False
5,120,140,107.345764,13.831766,32.65423583984375,32.65423583984375,False,0.0,False
5,121,140,111.111496,17.189335,28.888504028320312,28.888504028320312,False,0.0,False
5,122,140,112.224655,17.556355,27.775344848632812,27.775344848632812,False,0.0,False
5,123,140,105.74329,12.819505,34.25670623779297,34.25670623779297,False,0.0,False
5,124,140,105.88833,15.198854,34.111671447753906,34.111671447753906,False,0.0,False
5,125,140,113.689026,16.629505,26.31097412109375,26.31097412109375,False,0.0,False
5,126,140,107.293976,16.738813,32.706024169921875,32.706024169921875,False,0.0,False
5,127,140,107.23636,12.695909,32.763641357421875,32.763641357421875,False,0.0,False
5,128,140,103.8218,14.57373,36.178199768066406,36.178199768066406,False,0.0,False
5,129,140,110.086494,16.181105,29.91350555419922,29.91350555419922,False,0.0,False
5,130,139,104.83849,14.370774,34.16150665283203,34.16150665283203,False,0.0,False
5,131,138,99.382195,16.043459,38.61780548095703,38.61780548095703,False,0.0,False
5,132,137,98.71567,12.931514,38.284332275390625,38.284332275390625,False,0.0,False
5,133,136,91.00409,15.663101,44.99591064453125,44.99591064453125,False,0.0,False
5,134,135,98.770775,16.744934,36.229225158691406,36.229225158691406,False,0.0,False
5,135,134,103.12129,16.28149,30.878707885742188,30.878707885742188,False,0.0,False
5,136,133,107.07987,15.54501,25.920127868652344,25.920127868652344,False,0.0,False
5,137,132,107.00401,16.164783,24.995986938476562,24.995986938476562,False,0.0,False
5,138,131,106.40176,16.652367,24.598243713378906,24.598243713378906,False,0.0,False
5,139,130,106.56473,14.502293,23.435272216796875,23.435272216796875,False,0.0,False
5,140,129,101.48937,11.224027,27.51062774658203,27.51062774658203,False,0.0,False
5,141,128,102.71501,13.463685,25.284988403320312,25.284988403320312,False,0.0,False
5,142,127,103.51579,11.984203,23.484207153320312,23.484207153320312,False,0.0,False
5,143,126,107.85136,14.9278555,18.148643493652344,18.148643493652344,False,0.0,False
5,144,125,105.49952,15.745902,19.50048065185547,19.50048065185547,False,0.0,False
5,145,124,103.91772,11.607831,20.08228302001953,20.08228302001953,False,0.0,False
5,146,123,100.16963,16.780092,22.830368041992188,22.830368041992188,False,0.0,False
5,147,122,101.78757,13.901336,20.212432861328125,20.212432861328125,False,0.0,False
5,148,121,103.65779,11.56685,17.342208862304688,17.342208862304688,False,0.0,False
5,149,120,98.91529,11.576119,21.08470916748047,21.08470916748047,False,0.0,False
5,150,119,98.84921,12.516452,20.150787353515625,20.150787353515625,False,0.0,False
